Date,Description,Amount,Transaction Type,Category,Account Name
11/05/2021,Target,106.5,debit,Shopping,Platinum Card
11/08/2021,Chipotle,73.22,debit,Fast Food,Platinum Card
11/09/2021,Trader Joe's,109.65,debit,Groceries,Savings
11/09/2021,AMC Theaters,191.78,debit,Entertainment,Silver Card
11/11/2021,Netflix,124.04,debit,Entertainment,Platinum Card
11/14/2021,Chipotle,28.6,debit,Fast Food,Silver Card
11/14/2021,AMC Theaters,41.04,debit,Entertainment,Checking
11/14/2021,Sushi Bar,38.93,debit,Restaurants,Platinum Card
11/14/2021,Safeway,48.61,debit,Groceries,Platinum Card
11/15/2021,Barbershop,141.96,debit,Haircut,Checking
11/17/2021,AT&T Internet,24.7,debit,Internet,Platinum Card
11/20/2021,Payroll,2849.01,credit,Paycheck,Checking
11/22/2021,Local Bar,51.83,debit,Alcohol & Bars,Silver Card
11/22/2021,Comcast,46.51,debit,Internet,Savings
11/24/2021,AMC Theaters,126.14,debit,Entertainment,Checking
11/26/2021,Amazon,18.57,debit,Shopping,Savings
11/29/2021,Local Bar,52.58,debit,Alcohol & Bars,Platinum Card
11/30/2021,Trader Joe's,90.19,debit,Groceries,Silver Card
12/02/2021,Italian Bistro,21.61,debit,Restaurants,Silver Card
12/03/2021,Chipotle,74.21,debit,Fast Food,Platinum Card
12/05/2021,Walmart,109.77,debit,Shopping,Platinum Card
12/07/2021,Chevron,55.02,debit,Gas & Fuel,Checking
12/08/2021,Electric Company,9.3,debit,Utilities,Savings
12/08/2021,Whole Foods,141.7,debit,Groceries,Savings
12/08/2021,Sushi Bar,58.47,debit,Restaurants,Checking
12/11/2021,Water Company,103.77,debit,Utilities,Checking
12/14/2021,AT&T Internet,189.59,debit,Internet,Silver Card
12/14/2021,Netflix,89.43,debit,Entertainment,Silver Card
12/16/2021,Starbucks,176.68,debit,Coffee Shops,Platinum Card
12/19/2021,Starbucks,114.87,debit,Coffee Shops,Silver Card
12/22/2021,Chevron,62.83,debit,Gas & Fuel,Silver Card
12/22/2021,Direct Deposit,2272.45,credit,Paycheck,Checking
12/23/2021,Thai Restaurant,75.29,debit,Restaurants,Checking
12/23/2021,Chevron,38.7,debit,Gas & Fuel,Checking
12/24/2021,Comcast,178.76,debit,Internet,Checking
12/27/2021,Netflix,175.43,debit,Entertainment,Savings
12/30/2021,Thai Restaurant,12.24,debit,Restaurants,Silver Card
12/31/2021,AMC Theaters,144.61,debit,Entertainment,Platinum Card
12/31/2021,Subway,63.43,debit,Fast Food,Checking
12/31/2021,Direct Deposit,2012.56,credit,Paycheck,Platinum Card
01/02/2022,Subway,10.45,debit,Fast Food,Savings
01/02/2022,Whole Foods,40.74,debit,Groceries,Silver Card
01/02/2022,AMC Theaters,99.77,debit,Entertainment,Platinum Card
01/04/2022,Peet's Coffee,77.73,debit,Coffee Shops,Savings
01/04/2022,Water Company,81.71,debit,Utilities,Platinum Card
01/06/2022,Local Bar,159.68,debit,Alcohol & Bars,Checking
01/07/2022,Comcast,185.64,debit,Internet,Checking
01/08/2022,Whole Foods,147.26,debit,Groceries,Savings
01/09/2022,Local Bar,79.79,debit,Alcohol & Bars,Silver Card
01/11/2022,Netflix,175.52,debit,Entertainment,Savings
01/11/2022,Spotify,94.76,debit,Music,Savings
01/13/2022,Amazon,162.46,debit,Shopping,Platinum Card
01/14/2022,Peet's Coffee,170.57,debit,Coffee Shops,Savings
01/15/2022,Chipotle,8.93,debit,Fast Food,Checking
01/15/2022,State Farm,127.93,debit,Auto Insurance,Checking
01/15/2022,Comcast,117.85,debit,Internet,Platinum Card
01/18/2022,Safeway,70.88,debit,Groceries,Savings
01/20/2022,Walmart,21.34,debit,Shopping,Silver Card
01/21/2022,AT&T Internet,15.53,debit,Internet,Platinum Card
01/21/2022,Safeway,77.0,debit,Groceries,Silver Card
01/24/2022,Trader Joe's,42.16,debit,Groceries,Platinum Card
01/24/2022,Walmart,179.9,debit,Shopping,Checking
01/26/2022,Shell,87.02,debit,Gas & Fuel,Platinum Card
01/29/2022,AMC Theaters,23.62,debit,Entertainment,Silver Card
01/30/2022,Shell,89.58,debit,Gas & Fuel,Savings
01/31/2022,BP,87.2,debit,Gas & Fuel,Platinum Card
02/02/2022,Target,14.57,debit,Shopping,Platinum Card
02/03/2022,Whole Foods,132.45,debit,Groceries,Checking
02/03/2022,AT&T Internet,36.7,debit,Internet,Platinum Card
02/03/2022,AT&T Internet,187.2,debit,Internet,Checking
02/05/2022,Whole Foods,97.09,debit,Groceries,Silver Card
02/06/2022,Electric Company,157.07,debit,Utilities,Platinum Card
02/06/2022,Thai Restaurant,45.27,debit,Restaurants,Checking
02/08/2022,Whole Foods,87.95,debit,Groceries,Platinum Card
02/11/2022,Payroll,2918.15,credit,Paycheck,Platinum Card
02/14/2022,Spotify,183.57,debit,Music,Savings
02/16/2022,Water Company,117.26,debit,Utilities,Platinum Card
02/16/2022,Comcast,22.23,debit,Internet,Silver Card
02/16/2022,Trader Joe's,149.54,debit,Groceries,Platinum Card
02/19/2022,AMC Theaters,117.76,debit,Entertainment,Platinum Card
02/20/2022,Local Bar,106.68,debit,Alcohol & Bars,Platinum Card
02/23/2022,Thai Restaurant,39.23,debit,Restaurants,Silver Card
02/23/2022,Whole Foods,81.69,debit,Groceries,Platinum Card
02/23/2022,Netflix,24.11,debit,Entertainment,Savings
02/23/2022,Water Company,21.4,debit,Utilities,Checking
02/25/2022,AT&T Internet,104.32,debit,Internet,Platinum Card
02/27/2022,Chevron,25.62,debit,Gas & Fuel,Checking
02/28/2022,AT&T Internet,151.83,debit,Internet,Savings
03/02/2022,Electric Company,90.44,debit,Utilities,Checking
03/02/2022,Subway,69.63,debit,Fast Food,Checking
03/02/2022,Trader Joe's,48.09,debit,Groceries,Silver Card
03/04/2022,Safeway,98.24,debit,Groceries,Savings
03/04/2022,T-Mobile,113.65,debit,Mobile Phone,Platinum Card
03/07/2022,Target,102.06,debit,Shopping,Silver Card
03/08/2022,Amazon,170.75,debit,Shopping,Platinum Card
03/10/2022,BP,31.81,debit,Gas & Fuel,Savings
03/13/2022,Whole Foods,83.93,debit,Groceries,Checking
03/15/2022,Electric Company,147.37,debit,Utilities,Platinum Card
03/18/2022,Netflix,76.58,debit,Entertainment,Checking
03/21/2022,AMC Theaters,85.82,debit,Entertainment,Silver Card
03/21/2022,Chipotle,21.52,debit,Fast Food,Checking
03/21/2022,Amazon,40.66,debit,Shopping,Savings
03/21/2022,Verizon,10.25,debit,Mobile Phone,Savings
03/24/2022,Netflix,29.88,debit,Entertainment,Silver Card
03/26/2022,T-Mobile,138.67,debit,Mobile Phone,Checking
03/28/2022,T-Mobile,158.42,debit,Mobile Phone,Silver Card
03/28/2022,Electric Company,51.01,debit,Utilities,Savings
03/29/2022,Subway,45.73,debit,Fast Food,Silver Card
03/31/2022,Peet's Coffee,23.9,debit,Coffee Shops,Savings
03/31/2022,McDonald's,72.57,debit,Fast Food,Checking
04/01/2022,Sushi Bar,53.35,debit,Restaurants,Checking
04/03/2022,Trader Joe's,105.13,debit,Groceries,Savings
04/05/2022,Barbershop,100.16,debit,Haircut,Checking
04/08/2022,T-Mobile,88.66,debit,Mobile Phone,Platinum Card
04/11/2022,Payroll,2477.46,credit,Paycheck,Silver Card
04/11/2022,BP,41.7,debit,Gas & Fuel,Silver Card
04/11/2022,Comcast,90.48,debit,Internet,Savings
04/13/2022,BP,50.81,debit,Gas & Fuel,Savings
04/15/2022,Water Company,173.5,debit,Utilities,Silver Card
04/16/2022,Local Bar,176.21,debit,Alcohol & Bars,Checking
04/17/2022,Peet's Coffee,43.01,debit,Coffee Shops,Checking
04/19/2022,Electric Company,144.41,debit,Utilities,Savings
04/21/2022,Trader Joe's,86.14,debit,Groceries,Platinum Card
04/23/2022,Netflix,155.59,debit,Entertainment,Checking
04/26/2022,Water Company,55.9,debit,Utilities,Silver Card
04/27/2022,BP,20.5,debit,Gas & Fuel,Silver Card
04/27/2022,Water Company,172.89,debit,Utilities,Platinum Card
04/28/2022,Target,83.8,debit,Shopping,Silver Card
05/01/2022,Trader Joe's,149.67,debit,Groceries,Savings
05/02/2022,Chipotle,70.5,debit,Fast Food,Silver Card
05/02/2022,Safeway,39.68,debit,Groceries,Savings
05/03/2022,Sushi Bar,20.52,debit,Restaurants,Silver Card
05/03/2022,Local Bar,95.52,debit,Alcohol & Bars,Checking
05/06/2022,Netflix,44.0,debit,Entertainment,Silver Card
05/08/2022,Starbucks,152.73,debit,Coffee Shops,Savings
05/09/2022,Home Depot,157.72,debit,Home Improvement,Platinum Card
05/09/2022,AMC Theaters,120.26,debit,Entertainment,Checking
05/11/2022,Trader Joe's,17.19,debit,Groceries,Platinum Card
05/13/2022,Walmart,134.39,debit,Shopping,Checking
05/15/2022,Direct Deposit,2712.19,credit,Paycheck,Checking
05/16/2022,McDonald's,54.08,debit,Fast Food,Savings
05/16/2022,Whole Foods,109.44,debit,Groceries,Silver Card
05/17/2022,Thai Restaurant,53.55,debit,Restaurants,Checking
05/19/2022,Electric Company,92.15,debit,Utilities,Silver Card
05/21/2022,Trader Joe's,106.0,debit,Groceries,Silver Card
05/21/2022,Whole Foods,119.51,debit,Groceries,Checking
05/21/2022,Electric Company,34.75,debit,Utilities,Platinum Card
05/23/2022,Whole Foods,135.44,debit,Groceries,Checking
05/24/2022,Italian Bistro,59.69,debit,Restaurants,Savings
05/25/2022,Verizon,184.66,debit,Mobile Phone,Silver Card
05/27/2022,Amazon,34.18,debit,Shopping,Checking
05/30/2022,Electric Company,141.47,debit,Utilities,Platinum Card
05/31/2022,Verizon,151.92,debit,Mobile Phone,Savings
06/02/2022,Spotify,101.94,debit,Music,Platinum Card
06/04/2022,Whole Foods,45.99,debit,Groceries,Savings
06/06/2022,Electric Company,46.74,debit,Utilities,Platinum Card
06/07/2022,Amazon,44.76,debit,Shopping,Silver Card
06/08/2022,Sushi Bar,31.5,debit,Restaurants,Savings
06/11/2022,Thai Restaurant,17.33,debit,Restaurants,Platinum Card
06/14/2022,Amazon,145.81,debit,Shopping,Checking
06/15/2022,State Farm,155.13,debit,Auto Insurance,Silver Card
06/16/2022,Whole Foods,100.57,debit,Groceries,Checking
06/17/2022,Payroll,2964.01,credit,Paycheck,Platinum Card
06/19/2022,Trader Joe's,96.27,debit,Groceries,Platinum Card
06/19/2022,Chipotle,18.27,debit,Fast Food,Checking
06/19/2022,Sushi Bar,63.17,debit,Restaurants,Silver Card
06/20/2022,Chipotle,24.32,debit,Fast Food,Silver Card
06/20/2022,Chipotle,59.81,debit,Fast Food,Checking
06/21/2022,Payroll,2354.08,credit,Paycheck,Platinum Card
06/23/2022,Chevron,40.16,debit,Gas & Fuel,Platinum Card
06/24/2022,Netflix,67.84,debit,Entertainment,Savings
06/25/2022,Sushi Bar,25.81,debit,Restaurants,Savings
06/26/2022,Water Company,5.6,debit,Utilities,Checking
06/28/2022,Chipotle,13.38,debit,Fast Food,Checking
06/29/2022,Thai Restaurant,34.15,debit,Restaurants,Silver Card
07/02/2022,Home Depot,123.56,debit,Home Improvement,Platinum Card
07/02/2022,Target,157.62,debit,Shopping,Platinum Card
07/03/2022,Water Company,163.09,debit,Utilities,Platinum Card
07/04/2022,Trader Joe's,41.17,debit,Groceries,Silver Card
07/07/2022,Shell,96.56,debit,Gas & Fuel,Silver Card
07/07/2022,Spotify,51.61,debit,Music,Silver Card
07/10/2022,Sushi Bar,64.92,debit,Restaurants,Savings
07/11/2022,BP,46.66,debit,Gas & Fuel,Platinum Card
07/14/2022,Spotify,163.85,debit,Music,Savings
07/16/2022,Safeway,96.26,debit,Groceries,Silver Card
07/18/2022,Electric Company,195.01,debit,Utilities,Platinum Card
07/20/2022,Italian Bistro,33.19,debit,Restaurants,Savings
07/21/2022,AT&T Internet,78.13,debit,Internet,Platinum Card
07/21/2022,Home Depot,173.7,debit,Home Improvement,Savings
07/22/2022,T-Mobile,157.57,debit,Mobile Phone,Platinum Card
07/25/2022,Italian Bistro,53.32,debit,Restaurants,Checking
07/27/2022,Electric Company,22.79,debit,Utilities,Platinum Card
07/29/2022,Payroll,2727.4,credit,Paycheck,Silver Card
07/30/2022,Italian Bistro,60.66,debit,Restaurants,Platinum Card
07/31/2022,AMC Theaters,69.57,debit,Entertainment,Silver Card
08/03/2022,AT&T Internet,128.7,debit,Internet,Checking
08/04/2022,Water Company,156.62,debit,Utilities,Silver Card
08/04/2022,Water Company,61.05,debit,Utilities,Savings
08/07/2022,Sushi Bar,36.09,debit,Restaurants,Silver Card
08/09/2022,Chevron,43.97,debit,Gas & Fuel,Savings
08/10/2022,State Farm,48.64,debit,Auto Insurance,Silver Card
08/11/2022,Chevron,40.66,debit,Gas & Fuel,Savings
08/13/2022,Payroll,2378.29,credit,Paycheck,Savings
08/16/2022,Trader Joe's,87.47,debit,Groceries,Savings
08/16/2022,Water Company,114.3,debit,Utilities,Platinum Card
08/19/2022,Walmart,117.11,debit,Shopping,Platinum Card
08/22/2022,State Farm,74.64,debit,Auto Insurance,Silver Card
08/23/2022,Netflix,107.11,debit,Entertainment,Platinum Card
08/23/2022,Trader Joe's,53.97,debit,Groceries,Platinum Card
08/23/2022,Barbershop,104.12,debit,Haircut,Silver Card
08/24/2022,Electric Company,79.66,debit,Utilities,Checking
08/25/2022,Chevron,79.6,debit,Gas & Fuel,Platinum Card
08/28/2022,Comcast,136.06,debit,Internet,Savings
08/28/2022,AT&T Internet,196.35,debit,Internet,Savings
08/30/2022,Payroll,2840.24,credit,Paycheck,Savings
09/02/2022,Trader Joe's,55.12,debit,Groceries,Platinum Card
09/02/2022,Italian Bistro,33.26,debit,Restaurants,Platinum Card
09/03/2022,Starbucks,124.79,debit,Coffee Shops,Silver Card
09/05/2022,McDonald's,30.89,debit,Fast Food,Savings
09/07/2022,Whole Foods,32.14,debit,Groceries,Platinum Card
09/10/2022,BP,92.52,debit,Gas & Fuel,Silver Card
09/12/2022,Spotify,158.16,debit,Music,Savings
09/13/2022,Water Company,19.91,debit,Utilities,Savings
09/15/2022,Subway,63.62,debit,Fast Food,Platinum Card
09/18/2022,Local Bar,73.39,debit,Alcohol & Bars,Platinum Card
09/19/2022,Trader Joe's,116.94,debit,Groceries,Checking
09/21/2022,Whole Foods,142.45,debit,Groceries,Checking
09/24/2022,Water Company,101.27,debit,Utilities,Silver Card
09/27/2022,Electric Company,158.01,debit,Utilities,Silver Card
09/30/2022,Local Bar,126.17,debit,Alcohol & Bars,Platinum Card
10/03/2022,Amazon,187.13,debit,Shopping,Platinum Card
10/06/2022,Amazon Video,56.09,debit,Movies & DVDs,Silver Card
10/06/2022,Water Company,136.13,debit,Utilities,Silver Card
10/09/2022,State Farm,40.76,debit,Auto Insurance,Savings
10/11/2022,Chevron,25.82,debit,Gas & Fuel,Savings
10/14/2022,Direct Deposit,2866.67,credit,Paycheck,Silver Card
10/15/2022,Amazon,159.41,debit,Shopping,Savings
10/15/2022,AMC Theaters,124.66,debit,Entertainment,Checking
10/15/2022,Water Company,48.71,debit,Utilities,Platinum Card
10/17/2022,Direct Deposit,2669.11,credit,Paycheck,Platinum Card
10/20/2022,Chipotle,49.46,debit,Fast Food,Savings
10/23/2022,Subway,54.37,debit,Fast Food,Savings
10/23/2022,Chipotle,59.83,debit,Fast Food,Platinum Card
10/23/2022,Starbucks,51.09,debit,Coffee Shops,Platinum Card
10/23/2022,Payroll,2751.49,credit,Paycheck,Savings
10/25/2022,Trader Joe's,104.52,debit,Groceries,Savings
10/27/2022,Shell,59.0,debit,Gas & Fuel,Checking
10/27/2022,Local Bar,38.66,debit,Alcohol & Bars,Silver Card
10/27/2022,Thai Restaurant,41.01,debit,Restaurants,Savings
10/29/2022,Whole Foods,12.23,debit,Groceries,Silver Card
10/31/2022,McDonald's,69.54,debit,Fast Food,Checking
11/01/2022,Trader Joe's,92.19,debit,Groceries,Silver Card
11/02/2022,Trader Joe's,98.0,debit,Groceries,Silver Card
11/05/2022,Trader Joe's,149.55,debit,Groceries,Savings
11/05/2022,Home Depot,50.84,debit,Home Improvement,Platinum Card
11/05/2022,Whole Foods,140.39,debit,Groceries,Platinum Card
11/07/2022,Whole Foods,111.08,debit,Groceries,Silver Card
11/08/2022,Sushi Bar,43.62,debit,Restaurants,Savings
11/10/2022,Water Company,133.18,debit,Utilities,Savings
11/11/2022,AMC Theaters,52.02,debit,Entertainment,Silver Card
11/13/2022,Starbucks,38.45,debit,Coffee Shops,Savings
11/15/2022,State Farm,71.61,debit,Auto Insurance,Platinum Card
11/16/2022,Local Bar,108.1,debit,Alcohol & Bars,Savings
11/17/2022,Safeway,87.6,debit,Groceries,Platinum Card
11/17/2022,Water Company,47.67,debit,Utilities,Platinum Card
11/19/2022,Barbershop,182.68,debit,Haircut,Silver Card
11/20/2022,Amazon Video,143.82,debit,Movies & DVDs,Savings
11/22/2022,Target,17.69,debit,Shopping,Checking
11/22/2022,Thai Restaurant,68.02,debit,Restaurants,Silver Card
11/22/2022,Safeway,76.59,debit,Groceries,Savings
11/25/2022,AT&T Internet,13.5,debit,Internet,Silver Card
11/25/2022,Thai Restaurant,38.51,debit,Restaurants,Savings
11/25/2022,Netflix,196.75,debit,Entertainment,Savings
11/25/2022,Whole Foods,30.17,debit,Groceries,Silver Card
11/26/2022,AT&T Internet,175.55,debit,Internet,Checking
11/29/2022,Thai Restaurant,37.9,debit,Restaurants,Platinum Card
11/30/2022,Water Company,101.56,debit,Utilities,Platinum Card
12/03/2022,Amazon,170.52,debit,Shopping,Platinum Card
12/03/2022,State Farm,54.5,debit,Auto Insurance,Silver Card
12/06/2022,Whole Foods,62.49,debit,Groceries,Platinum Card
12/06/2022,Sushi Bar,22.69,debit,Restaurants,Savings
12/06/2022,Chipotle,15.42,debit,Fast Food,Silver Card
12/06/2022,Amazon,93.74,debit,Shopping,Savings
12/08/2022,Walmart,173.45,debit,Shopping,Checking
12/11/2022,Amazon,22.07,debit,Shopping,Platinum Card
12/11/2022,Sushi Bar,28.44,debit,Restaurants,Checking
12/11/2022,Amazon,191.0,debit,Shopping,Silver Card
12/14/2022,Safeway,12.56,debit,Groceries,Checking
12/15/2022,Italian Bistro,51.06,debit,Restaurants,Silver Card
12/16/2022,Amazon,166.63,debit,Shopping,Silver Card
12/19/2022,Water Company,134.46,debit,Utilities,Silver Card
12/22/2022,Netflix,185.0,debit,Entertainment,Savings
12/23/2022,Netflix,97.58,debit,Entertainment,Platinum Card
12/26/2022,Whole Foods,141.24,debit,Groceries,Savings
12/26/2022,Netflix,41.06,debit,Entertainment,Checking
12/29/2022,Shell,94.05,debit,Gas & Fuel,Silver Card
01/01/2023,AMC Theaters,175.52,debit,Entertainment,Checking
01/01/2023,Payroll,2243.63,credit,Paycheck,Platinum Card
01/04/2023,State Farm,184.19,debit,Auto Insurance,Silver Card
01/07/2023,Amazon Video,142.12,debit,Movies & DVDs,Checking
01/07/2023,McDonald's,16.63,debit,Fast Food,Savings
01/08/2023,Netflix,95.95,debit,Entertainment,Silver Card
01/10/2023,Shell,50.43,debit,Gas & Fuel,Platinum Card
01/13/2023,Amazon,166.72,debit,Shopping,Silver Card
01/16/2023,Payroll,2289.17,credit,Paycheck,Platinum Card
01/18/2023,Chevron,25.15,debit,Gas & Fuel,Silver Card
01/21/2023,AMC Theaters,45.65,debit,Entertainment,Silver Card
01/24/2023,Verizon,9.07,debit,Mobile Phone,Savings
01/24/2023,Electric Company,156.61,debit,Utilities,Platinum Card
01/25/2023,Home Depot,68.28,debit,Home Improvement,Silver Card
01/25/2023,Spotify,196.99,debit,Music,Savings
01/28/2023,Italian Bistro,42.64,debit,Restaurants,Checking
01/31/2023,Amazon,172.98,debit,Shopping,Checking
02/02/2023,Italian Bistro,75.83,debit,Restaurants,Checking
02/04/2023,Direct Deposit,2013.16,credit,Paycheck,Checking
02/04/2023,Chevron,52.99,debit,Gas & Fuel,Savings
02/05/2023,Verizon,155.32,debit,Mobile Phone,Silver Card
02/08/2023,Chipotle,37.87,debit,Fast Food,Checking
02/10/2023,Barbershop,82.58,debit,Haircut,Checking
02/10/2023,Safeway,128.48,debit,Groceries,Checking
02/10/2023,Chipotle,51.05,debit,Fast Food,Savings
02/11/2023,Electric Company,72.46,debit,Utilities,Checking
02/14/2023,Peet's Coffee,192.57,debit,Coffee Shops,Savings
02/16/2023,Barbershop,119.83,debit,Haircut,Checking
02/19/2023,BP,39.7,debit,Gas & Fuel,Platinum Card
02/19/2023,Electric Company,112.45,debit,Utilities,Checking
02/22/2023,Safeway,55.8,debit,Groceries,Savings
02/22/2023,Safeway,120.67,debit,Groceries,Silver Card
02/22/2023,Direct Deposit,2934.85,credit,Paycheck,Platinum Card
02/25/2023,Amazon Video,128.42,debit,Movies & DVDs,Savings
02/28/2023,Sushi Bar,13.78,debit,Restaurants,Platinum Card
03/03/2023,Water Company,170.92,debit,Utilities,Savings
03/06/2023,Peet's Coffee,41.59,debit,Coffee Shops,Platinum Card
03/07/2023,Whole Foods,124.95,debit,Groceries,Silver Card
03/09/2023,Barbershop,173.93,debit,Haircut,Savings
03/09/2023,Peet's Coffee,131.22,debit,Coffee Shops,Silver Card
03/11/2023,Trader Joe's,113.96,debit,Groceries,Savings
03/12/2023,Chevron,99.31,debit,Gas & Fuel,Platinum Card
03/13/2023,Walmart,16.88,debit,Shopping,Platinum Card
03/13/2023,Home Depot,198.23,debit,Home Improvement,Platinum Card
03/13/2023,Safeway,103.07,debit,Groceries,Platinum Card
03/15/2023,AT&T Internet,56.72,debit,Internet,Savings
03/17/2023,Comcast,139.41,debit,Internet,Platinum Card
03/18/2023,Chevron,35.72,debit,Gas & Fuel,Savings
03/19/2023,AT&T Internet,72.57,debit,Internet,Savings
03/21/2023,Spotify,72.12,debit,Music,Savings
03/22/2023,Water Company,7.6,debit,Utilities,Platinum Card
03/22/2023,Thai Restaurant,37.53,debit,Restaurants,Platinum Card
03/25/2023,Starbucks,39.73,debit,Coffee Shops,Checking
03/28/2023,Safeway,29.36,debit,Groceries,Checking
03/31/2023,Walmart,49.26,debit,Shopping,Checking
04/01/2023,Walmart,187.22,debit,Shopping,Checking
04/04/2023,Electric Company,76.65,debit,Utilities,Savings
04/05/2023,Local Bar,140.19,debit,Alcohol & Bars,Savings
04/08/2023,Electric Company,165.13,debit,Utilities,Checking
04/09/2023,Whole Foods,44.16,debit,Groceries,Silver Card
04/11/2023,Water Company,133.15,debit,Utilities,Silver Card
04/11/2023,Payroll,1892.51,credit,Paycheck,Checking
04/12/2023,Whole Foods,140.89,debit,Groceries,Silver Card
04/14/2023,Netflix,124.55,debit,Entertainment,Savings
04/17/2023,Peet's Coffee,77.21,debit,Coffee Shops,Silver Card
04/18/2023,Trader Joe's,84.89,debit,Groceries,Checking
04/21/2023,Chipotle,69.35,debit,Fast Food,Savings
04/21/2023,Barbershop,11.88,debit,Haircut,Platinum Card
04/23/2023,Target,154.37,debit,Shopping,Savings
04/25/2023,Chevron,88.25,debit,Gas & Fuel,Savings
04/28/2023,Shell,89.13,debit,Gas & Fuel,Checking
05/01/2023,Comcast,73.37,debit,Internet,Silver Card
05/02/2023,Electric Company,39.48,debit,Utilities,Platinum Card
05/04/2023,McDonald's,50.63,debit,Fast Food,Savings
05/05/2023,Local Bar,81.26,debit,Alcohol & Bars,Platinum Card
05/07/2023,State Farm,45.74,debit,Auto Insurance,Silver Card
05/08/2023,Italian Bistro,46.3,debit,Restaurants,Checking
05/08/2023,Water Company,17.45,debit,Utilities,Silver Card
05/11/2023,Sushi Bar,25.85,debit,Restaurants,Silver Card
05/14/2023,Italian Bistro,76.82,debit,Restaurants,Checking
05/15/2023,Italian Bistro,61.79,debit,Restaurants,Silver Card
05/17/2023,Comcast,50.32,debit,Internet,Savings
05/20/2023,T-Mobile,5.76,debit,Mobile Phone,Savings
05/22/2023,Amazon,132.5,debit,Shopping,Checking
05/25/2023,AMC Theaters,137.44,debit,Entertainment,Silver Card
05/26/2023,T-Mobile,156.91,debit,Mobile Phone,Silver Card
05/27/2023,McDonald's,31.63,debit,Fast Food,Platinum Card
05/30/2023,McDonald's,11.7,debit,Fast Food,Silver Card
05/31/2023,Safeway,130.74,debit,Groceries,Savings
05/31/2023,Netflix,174.97,debit,Movies & DVDs,Silver Card
06/03/2023,Starbucks,121.97,debit,Coffee Shops,Silver Card
06/06/2023,Peet's Coffee,52.39,debit,Coffee Shops,Savings
06/06/2023,Verizon,170.97,debit,Mobile Phone,Checking
06/08/2023,Chipotle,62.43,debit,Fast Food,Silver Card
06/11/2023,AMC Theaters,22.49,debit,Entertainment,Savings
06/11/2023,Trader Joe's,21.69,debit,Groceries,Checking
06/11/2023,Subway,44.62,debit,Fast Food,Silver Card
06/14/2023,Walmart,130.23,debit,Shopping,Platinum Card
06/15/2023,State Farm,190.75,debit,Auto Insurance,Platinum Card
06/15/2023,McDonald's,14.66,debit,Fast Food,Checking
06/17/2023,Safeway,103.39,debit,Groceries,Silver Card
06/20/2023,Sushi Bar,44.68,debit,Restaurants,Savings
06/22/2023,Target,132.85,debit,Shopping,Platinum Card
06/23/2023,Netflix,187.83,debit,Entertainment,Savings
06/25/2023,Local Bar,11.71,debit,Alcohol & Bars,Savings
06/27/2023,Trader Joe's,80.45,debit,Groceries,Savings
06/30/2023,Netflix,184.5,debit,Entertainment,Silver Card
07/01/2023,Whole Foods,115.39,debit,Groceries,Platinum Card
07/01/2023,Safeway,125.16,debit,Groceries,Savings
07/03/2023,AMC Theaters,197.04,debit,Entertainment,Platinum Card
07/03/2023,Italian Bistro,66.59,debit,Restaurants,Savings
07/03/2023,Comcast,85.67,debit,Internet,Checking
07/04/2023,Barbershop,197.67,debit,Haircut,Checking
07/04/2023,Local Bar,13.26,debit,Alcohol & Bars,Savings
07/07/2023,BP,81.0,debit,Gas & Fuel,Checking
07/08/2023,Chipotle,51.56,debit,Fast Food,Savings
07/08/2023,Netflix,123.24,debit,Entertainment,Platinum Card
07/10/2023,Subway,12.77,debit,Fast Food,Savings
07/13/2023,BP,20.82,debit,Gas & Fuel,Savings
07/13/2023,McDonald's,15.24,debit,Fast Food,Checking
07/13/2023,AT&T Internet,60.78,debit,Internet,Checking
07/15/2023,Subway,49.46,debit,Fast Food,Savings
07/17/2023,Direct Deposit,2902.89,credit,Paycheck,Checking
07/17/2023,Walmart,185.36,debit,Shopping,Platinum Card
07/19/2023,Netflix,160.48,debit,Entertainment,Savings
07/20/2023,Safeway,119.24,debit,Groceries,Savings
07/20/2023,Starbucks,145.02,debit,Coffee Shops,Checking
07/20/2023,Electric Company,90.88,debit,Utilities,Checking
07/20/2023,Shell,69.43,debit,Gas & Fuel,Silver Card
07/21/2023,Amazon,155.39,debit,Shopping,Platinum Card
07/22/2023,Safeway,101.4,debit,Groceries,Platinum Card
07/22/2023,Whole Foods,62.08,debit,Groceries,Platinum Card
07/22/2023,Home Depot,17.77,debit,Home Improvement,Savings
07/22/2023,Sushi Bar,16.22,debit,Restaurants,Silver Card
07/23/2023,Safeway,120.89,debit,Groceries,Platinum Card
07/24/2023,Thai Restaurant,7.02,debit,Restaurants,Checking
07/25/2023,Home Depot,76.12,debit,Home Improvement,Checking
07/28/2023,State Farm,47.7,debit,Auto Insurance,Platinum Card
07/28/2023,Italian Bistro,26.26,debit,Restaurants,Platinum Card
07/30/2023,Safeway,37.15,debit,Groceries,Silver Card
08/01/2023,Netflix,16.25,debit,Entertainment,Savings
08/02/2023,Target,103.84,debit,Shopping,Checking
08/02/2023,Whole Foods,81.88,debit,Groceries,Savings
08/03/2023,Walmart,82.02,debit,Shopping,Platinum Card
08/04/2023,McDonald's,65.05,debit,Fast Food,Checking
08/06/2023,Sushi Bar,10.68,debit,Restaurants,Savings
08/06/2023,Starbucks,157.31,debit,Coffee Shops,Platinum Card
