Date,Description,Amount,Transaction Type,Category,Account Name
11/11/2019,Netflix,63.48,debit,Entertainment,Platinum Card
11/14/2019,Netflix,17.91,debit,Entertainment,Silver Card
11/15/2019,Italian Bistro,76.41,debit,Restaurants,Savings
11/16/2019,Payroll,2878.93,credit,Paycheck,Platinum Card
11/18/2019,Peet's Coffee,186.59,debit,Coffee Shops,Checking
11/21/2019,State Farm,42.27,debit,Auto Insurance,Checking
11/22/2019,AMC Theaters,101.25,debit,Entertainment,Platinum Card
11/25/2019,Chevron,44.93,debit,Gas & Fuel,Platinum Card
11/28/2019,Netflix,170.73,debit,Entertainment,Silver Card
12/01/2019,Chevron,68.48,debit,Gas & Fuel,Savings
12/03/2019,Starbucks,30.64,debit,Coffee Shops,Platinum Card
12/06/2019,AT&T Internet,33.0,debit,Internet,Silver Card
12/08/2019,Chevron,41.69,debit,Gas & Fuel,Platinum Card
12/08/2019,Chevron,50.08,debit,Gas & Fuel,Silver Card
12/09/2019,Amazon,116.13,debit,Shopping,Savings
12/11/2019,AT&T Internet,167.01,debit,Internet,Savings
12/12/2019,McDonald's,8.91,debit,Fast Food,Platinum Card
12/13/2019,Starbucks,186.73,debit,Coffee Shops,Savings
12/14/2019,Water Company,166.8,debit,Utilities,Silver Card
12/17/2019,Italian Bistro,17.13,debit,Restaurants,Checking
12/19/2019,Amazon,134.81,debit,Shopping,Checking
12/22/2019,Verizon,165.54,debit,Mobile Phone,Checking
12/23/2019,Target,152.84,debit,Shopping,Platinum Card
12/24/2019,State Farm,34.9,debit,Auto Insurance,Silver Card
12/26/2019,AMC Theaters,134.97,debit,Entertainment,Silver Card
12/26/2019,Shell,39.4,debit,Gas & Fuel,Savings
12/27/2019,Sushi Bar,32.0,debit,Restaurants,Checking
12/28/2019,T-Mobile,72.86,debit,Mobile Phone,Checking
12/31/2019,Local Bar,100.11,debit,Alcohol & Bars,Savings
01/01/2020,Thai Restaurant,79.28,debit,Restaurants,Silver Card
01/02/2020,BP,65.38,debit,Gas & Fuel,Silver Card
01/03/2020,Netflix,95.69,debit,Entertainment,Savings
01/03/2020,Local Bar,135.96,debit,Alcohol & Bars,Checking
01/04/2020,Whole Foods,131.91,debit,Groceries,Silver Card
01/06/2020,Target,11.22,debit,Shopping,Savings
01/08/2020,Water Company,51.83,debit,Utilities,Savings
01/10/2020,Sushi Bar,75.62,debit,Restaurants,Silver Card
01/10/2020,Shell,25.86,debit,Gas & Fuel,Checking
01/10/2020,AMC Theaters,19.26,debit,Entertainment,Checking
01/12/2020,Water Company,159.24,debit,Utilities,Checking
01/12/2020,AT&T Internet,118.55,debit,Internet,Silver Card
01/13/2020,Target,69.1,debit,Shopping,Checking
01/15/2020,Chevron,85.0,debit,Gas & Fuel,Checking
01/15/2020,Subway,22.69,debit,Fast Food,Platinum Card
01/17/2020,Chevron,82.39,debit,Gas & Fuel,Savings
01/17/2020,Local Bar,194.62,debit,Alcohol & Bars,Silver Card
01/20/2020,Sushi Bar,33.74,debit,Restaurants,Savings
01/23/2020,Sushi Bar,57.41,debit,Restaurants,Savings
01/25/2020,Amazon,171.5,debit,Shopping,Platinum Card
01/26/2020,AMC Theaters,106.95,debit,Entertainment,Platinum Card
01/28/2020,AMC Theaters,67.81,debit,Entertainment,Silver Card
01/29/2020,Sushi Bar,19.27,debit,Restaurants,Checking
01/30/2020,Home Depot,113.63,debit,Home Improvement,Silver Card
01/30/2020,Safeway,111.39,debit,Groceries,Checking
02/02/2020,Target,27.84,debit,Shopping,Silver Card
02/03/2020,Thai Restaurant,5.5,debit,Restaurants,Silver Card
02/03/2020,Shell,31.97,debit,Gas & Fuel,Savings
02/05/2020,Sushi Bar,46.18,debit,Restaurants,Savings
02/06/2020,Payroll,2093.45,credit,Paycheck,Savings
02/07/2020,Whole Foods,148.4,debit,Groceries,Checking
02/10/2020,Starbucks,78.11,debit,Coffee Shops,Silver Card
02/10/2020,Verizon,175.3,debit,Mobile Phone,Platinum Card
02/13/2020,Starbucks,118.87,debit,Coffee Shops,Platinum Card
02/13/2020,Trader Joe's,136.73,debit,Groceries,Platinum Card
02/13/2020,Trader Joe's,42.02,debit,Groceries,Platinum Card
02/14/2020,Trader Joe's,60.15,debit,Groceries,Savings
02/14/2020,T-Mobile,177.38,debit,Mobile Phone,Platinum Card
02/15/2020,Peet's Coffee,154.59,debit,Coffee Shops,Platinum Card
02/18/2020,Water Company,177.58,debit,Utilities,Checking
02/21/2020,Chevron,28.2,debit,Gas & Fuel,Checking
02/24/2020,Peet's Coffee,175.99,debit,Coffee Shops,Checking
02/27/2020,Local Bar,111.68,debit,Alcohol & Bars,Checking
03/01/2020,Barbershop,49.38,debit,Haircut,Checking
03/02/2020,Starbucks,7.22,debit,Coffee Shops,Silver Card
03/05/2020,Home Depot,81.86,debit,Home Improvement,Platinum Card
03/06/2020,Comcast,154.75,debit,Internet,Platinum Card
03/07/2020,Starbucks,128.41,debit,Coffee Shops,Silver Card
03/08/2020,Chipotle,65.64,debit,Fast Food,Savings
03/10/2020,Sushi Bar,27.05,debit,Restaurants,Silver Card
03/12/2020,Safeway,34.09,debit,Groceries,Silver Card
03/15/2020,Walmart,112.2,debit,Shopping,Silver Card
03/17/2020,Verizon,11.66,debit,Mobile Phone,Checking
03/17/2020,Netflix,110.95,debit,Entertainment,Savings
03/20/2020,BP,62.86,debit,Gas & Fuel,Platinum Card
03/22/2020,Starbucks,109.42,debit,Coffee Shops,Silver Card
03/24/2020,State Farm,29.6,debit,Auto Insurance,Savings
03/25/2020,Electric Company,57.48,debit,Utilities,Silver Card
03/27/2020,Starbucks,55.99,debit,Coffee Shops,Platinum Card
03/28/2020,Payroll,1954.46,credit,Paycheck,Silver Card
03/31/2020,Sushi Bar,65.52,debit,Restaurants,Checking
04/01/2020,AMC Theaters,198.18,debit,Entertainment,Checking
04/03/2020,Safeway,134.66,debit,Groceries,Checking
04/03/2020,Thai Restaurant,71.89,debit,Restaurants,Silver Card
04/03/2020,Chipotle,9.81,debit,Fast Food,Savings
04/05/2020,Direct Deposit,2385.96,credit,Paycheck,Savings
04/06/2020,Shell,86.55,debit,Gas & Fuel,Platinum Card
04/06/2020,Netflix,93.82,debit,Entertainment,Savings
04/07/2020,Netflix,12.52,debit,Entertainment,Silver Card
04/10/2020,Comcast,46.45,debit,Internet,Silver Card
04/13/2020,Peet's Coffee,12.18,debit,Coffee Shops,Checking
04/15/2020,Chevron,41.3,debit,Gas & Fuel,Platinum Card
04/18/2020,Electric Company,58.7,debit,Utilities,Checking
04/18/2020,Shell,64.36,debit,Gas & Fuel,Checking
04/20/2020,Netflix,137.92,debit,Entertainment,Savings
04/20/2020,Direct Deposit,2807.62,credit,Paycheck,Platinum Card
04/22/2020,Home Depot,15.21,debit,Home Improvement,Platinum Card
04/23/2020,Thai Restaurant,31.99,debit,Restaurants,Silver Card
04/25/2020,Trader Joe's,78.61,debit,Groceries,Savings
04/25/2020,Home Depot,173.72,debit,Home Improvement,Silver Card
04/25/2020,Peet's Coffee,120.97,debit,Coffee Shops,Checking
04/28/2020,BP,42.96,debit,Gas & Fuel,Checking
04/28/2020,Italian Bistro,19.6,debit,Restaurants,Savings
04/30/2020,Walmart,61.67,debit,Shopping,Platinum Card
05/03/2020,Direct Deposit,2360.96,credit,Paycheck,Silver Card
05/04/2020,Safeway,13.12,debit,Groceries,Silver Card
05/04/2020,Safeway,13.07,debit,Groceries,Platinum Card
05/06/2020,AMC Theaters,133.02,debit,Entertainment,Checking
05/06/2020,Payroll,2987.89,credit,Paycheck,Platinum Card
05/07/2020,Comcast,115.52,debit,Internet,Savings
05/09/2020,Peet's Coffee,160.71,debit,Coffee Shops,Silver Card
05/12/2020,Direct Deposit,2978.31,credit,Paycheck,Savings
05/15/2020,Walmart,108.31,debit,Shopping,Savings
05/15/2020,State Farm,15.43,debit,Auto Insurance,Platinum Card
05/18/2020,Trader Joe's,71.43,debit,Groceries,Platinum Card
05/19/2020,Trader Joe's,69.62,debit,Groceries,Silver Card
05/21/2020,Target,166.93,debit,Shopping,Silver Card
05/21/2020,Electric Company,106.6,debit,Utilities,Platinum Card
05/22/2020,Target,168.68,debit,Shopping,Silver Card
05/25/2020,Trader Joe's,89.05,debit,Groceries,Savings
05/26/2020,Netflix,126.76,debit,Movies & DVDs,Savings
05/26/2020,McDonald's,50.01,debit,Fast Food,Checking
05/26/2020,Netflix,72.65,debit,Movies & DVDs,Platinum Card
05/29/2020,Netflix,128.71,debit,Entertainment,Checking
06/01/2020,Home Depot,146.91,debit,Home Improvement,Platinum Card
06/01/2020,AT&T Internet,112.78,debit,Internet,Checking
06/03/2020,Whole Foods,104.47,debit,Groceries,Platinum Card
06/06/2020,AMC Theaters,133.85,debit,Entertainment,Silver Card
06/06/2020,McDonald's,77.26,debit,Fast Food,Silver Card
06/06/2020,Spotify,107.61,debit,Music,Silver Card
06/07/2020,Thai Restaurant,76.53,debit,Restaurants,Silver Card
06/09/2020,Spotify,26.01,debit,Music,Silver Card
06/12/2020,State Farm,179.15,debit,Auto Insurance,Savings
06/12/2020,Whole Foods,40.79,debit,Groceries,Platinum Card
06/14/2020,T-Mobile,145.29,debit,Mobile Phone,Checking
06/17/2020,Barbershop,46.43,debit,Haircut,Savings
06/17/2020,AT&T Internet,80.13,debit,Internet,Platinum Card
06/19/2020,State Farm,174.83,debit,Auto Insurance,Platinum Card
06/20/2020,Amazon,51.73,debit,Shopping,Checking
06/23/2020,Home Depot,20.25,debit,Home Improvement,Savings
06/24/2020,Electric Company,192.8,debit,Utilities,Checking
06/27/2020,Walmart,58.71,debit,Shopping,Silver Card
06/30/2020,Trader Joe's,126.91,debit,Groceries,Silver Card
07/01/2020,Amazon,44.66,debit,Shopping,Savings
07/04/2020,Trader Joe's,89.35,debit,Groceries,Silver Card
07/07/2020,Walmart,113.73,debit,Shopping,Silver Card
07/09/2020,Subway,11.53,debit,Fast Food,Platinum Card
07/11/2020,Netflix,11.71,debit,Entertainment,Checking
07/11/2020,Safeway,92.91,debit,Groceries,Silver Card
07/11/2020,Amazon,168.17,debit,Shopping,Checking
07/14/2020,Amazon,15.88,debit,Shopping,Silver Card
07/17/2020,Local Bar,123.09,debit,Alcohol & Bars,Silver Card
07/20/2020,Netflix,38.81,debit,Entertainment,Platinum Card
07/21/2020,Electric Company,96.0,debit,Utilities,Checking
07/21/2020,Local Bar,66.1,debit,Alcohol & Bars,Platinum Card
07/21/2020,T-Mobile,139.23,debit,Mobile Phone,Silver Card
07/21/2020,Water Company,179.09,debit,Utilities,Checking
07/21/2020,Home Depot,173.7,debit,Home Improvement,Platinum Card
07/22/2020,Direct Deposit,2408.61,credit,Paycheck,Savings
07/22/2020,Thai Restaurant,41.69,debit,Restaurants,Savings
07/24/2020,T-Mobile,172.84,debit,Mobile Phone,Savings
07/24/2020,AMC Theaters,188.06,debit,Entertainment,Savings
07/27/2020,Thai Restaurant,79.01,debit,Restaurants,Checking
07/29/2020,Amazon,134.56,debit,Shopping,Platinum Card
07/30/2020,Water Company,154.53,debit,Utilities,Silver Card
08/02/2020,Home Depot,5.23,debit,Home Improvement,Checking
08/03/2020,Payroll,1981.57,credit,Paycheck,Savings
08/05/2020,Starbucks,37.68,debit,Coffee Shops,Silver Card
08/07/2020,State Farm,39.07,debit,Auto Insurance,Silver Card
08/07/2020,Shell,68.96,debit,Gas & Fuel,Platinum Card
08/10/2020,Amazon Video,14.33,debit,Movies & DVDs,Platinum Card
08/11/2020,AMC Theaters,103.71,debit,Entertainment,Silver Card
08/11/2020,Italian Bistro,42.64,debit,Restaurants,Silver Card
08/11/2020,Starbucks,186.87,debit,Coffee Shops,Checking
08/11/2020,Peet's Coffee,146.5,debit,Coffee Shops,Platinum Card
08/14/2020,Safeway,111.3,debit,Groceries,Silver Card
08/17/2020,Peet's Coffee,73.47,debit,Coffee Shops,Checking
08/18/2020,Trader Joe's,136.59,debit,Groceries,Platinum Card
08/21/2020,Payroll,2276.4,credit,Paycheck,Silver Card
08/24/2020,Italian Bistro,60.59,debit,Restaurants,Silver Card
08/26/2020,BP,64.81,debit,Gas & Fuel,Checking
08/27/2020,Thai Restaurant,11.44,debit,Restaurants,Checking
08/29/2020,Payroll,2743.95,credit,Paycheck,Savings
09/01/2020,Safeway,83.19,debit,Groceries,Savings
09/01/2020,Electric Company,7.05,debit,Utilities,Platinum Card
09/01/2020,Sushi Bar,9.71,debit,Restaurants,Checking
09/02/2020,Safeway,94.34,debit,Groceries,Checking
09/04/2020,Home Depot,22.2,debit,Home Improvement,Checking
09/07/2020,Amazon,175.28,debit,Shopping,Silver Card
09/08/2020,Comcast,66.72,debit,Internet,Savings
09/11/2020,Walmart,187.82,debit,Shopping,Savings
09/11/2020,Subway,37.67,debit,Fast Food,Silver Card
09/12/2020,Sushi Bar,6.02,debit,Restaurants,Platinum Card
09/13/2020,AMC Theaters,85.54,debit,Entertainment,Platinum Card
09/14/2020,Italian Bistro,11.77,debit,Restaurants,Savings
09/16/2020,Trader Joe's,21.62,debit,Groceries,Checking
09/16/2020,Comcast,151.76,debit,Internet,Platinum Card
09/18/2020,AMC Theaters,31.2,debit,Entertainment,Silver Card
09/19/2020,Trader Joe's,64.08,debit,Groceries,Savings
09/19/2020,Payroll,1814.8,credit,Paycheck,Savings
09/22/2020,Walmart,118.54,debit,Shopping,Savings
09/22/2020,State Farm,158.38,debit,Auto Insurance,Savings
09/22/2020,Italian Bistro,57.21,debit,Restaurants,Savings
09/24/2020,T-Mobile,45.27,debit,Mobile Phone,Checking
09/24/2020,Chipotle,41.91,debit,Fast Food,Silver Card
09/27/2020,Water Company,31.37,debit,Utilities,Savings
09/27/2020,State Farm,55.8,debit,Auto Insurance,Checking
09/30/2020,AMC Theaters,125.3,debit,Entertainment,Savings
10/03/2020,Netflix,43.95,debit,Entertainment,Silver Card
10/03/2020,Comcast,83.95,debit,Internet,Checking
10/04/2020,Sushi Bar,53.51,debit,Restaurants,Silver Card
10/04/2020,Safeway,65.7,debit,Groceries,Checking
10/07/2020,Thai Restaurant,53.37,debit,Restaurants,Platinum Card
10/08/2020,AMC Theaters,101.2,debit,Entertainment,Silver Card
10/09/2020,T-Mobile,59.98,debit,Mobile Phone,Silver Card
10/09/2020,Thai Restaurant,25.09,debit,Restaurants,Checking
10/12/2020,Trader Joe's,136.32,debit,Groceries,Savings
10/12/2020,AMC Theaters,169.15,debit,Entertainment,Checking
10/12/2020,Netflix,66.33,debit,Entertainment,Platinum Card
10/14/2020,Payroll,2425.06,credit,Paycheck,Savings
10/15/2020,Local Bar,156.16,debit,Alcohol & Bars,Checking
10/18/2020,Walmart,41.11,debit,Shopping,Savings
10/19/2020,T-Mobile,123.34,debit,Mobile Phone,Platinum Card
10/19/2020,AT&T Internet,77.34,debit,Internet,Checking
10/21/2020,AT&T Internet,84.27,debit,Internet,Savings
10/22/2020,Home Depot,171.12,debit,Home Improvement,Silver Card
10/24/2020,Thai Restaurant,56.43,debit,Restaurants,Silver Card
10/24/2020,Trader Joe's,65.2,debit,Groceries,Savings
10/26/2020,Peet's Coffee,20.24,debit,Coffee Shops,Platinum Card
10/27/2020,Walmart,187.92,debit,Shopping,Silver Card
10/28/2020,Walmart,19.43,debit,Shopping,Checking
10/29/2020,Trader Joe's,67.45,debit,Groceries,Savings
10/30/2020,Barbershop,139.34,debit,Haircut,Silver Card
11/01/2020,Walmart,171.79,debit,Shopping,Savings
11/02/2020,Thai Restaurant,58.18,debit,Restaurants,Savings
11/02/2020,Home Depot,24.93,debit,Home Improvement,Platinum Card
11/04/2020,Walmart,182.53,debit,Shopping,Savings
11/05/2020,Amazon Video,34.37,debit,Movies & DVDs,Checking
11/06/2020,Netflix,167.89,debit,Entertainment,Checking
11/06/2020,AMC Theaters,69.96,debit,Entertainment,Silver Card
11/07/2020,Starbucks,113.89,debit,Coffee Shops,Checking
11/09/2020,Electric Company,119.91,debit,Utilities,Checking
11/09/2020,Italian Bistro,20.45,debit,Restaurants,Checking
11/12/2020,Walmart,98.61,debit,Shopping,Silver Card
11/15/2020,AT&T Internet,104.77,debit,Internet,Silver Card
11/15/2020,Safeway,52.06,debit,Groceries,Savings
11/15/2020,Thai Restaurant,28.45,debit,Restaurants,Silver Card
11/16/2020,Direct Deposit,2859.21,credit,Paycheck,Silver Card
11/19/2020,State Farm,147.22,debit,Auto Insurance,Checking
11/20/2020,Italian Bistro,23.93,debit,Restaurants,Savings
11/22/2020,Local Bar,142.35,debit,Alcohol & Bars,Platinum Card
11/25/2020,Target,109.47,debit,Shopping,Platinum Card
11/26/2020,Amazon,178.16,debit,Shopping,Silver Card
11/26/2020,AMC Theaters,132.44,debit,Entertainment,Checking
11/26/2020,Peet's Coffee,90.18,debit,Coffee Shops,Silver Card
11/26/2020,Home Depot,47.05,debit,Home Improvement,Savings
11/26/2020,Local Bar,116.18,debit,Alcohol & Bars,Savings
11/26/2020,McDonald's,73.82,debit,Fast Food,Savings
11/26/2020,Peet's Coffee,199.66,debit,Coffee Shops,Silver Card
11/28/2020,Sushi Bar,16.12,debit,Restaurants,Silver Card
11/28/2020,AMC Theaters,121.08,debit,Entertainment,Platinum Card
11/28/2020,Water Company,55.36,debit,Utilities,Checking
11/30/2020,Comcast,166.14,debit,Internet,Platinum Card
12/01/2020,Electric Company,119.97,debit,Utilities,Silver Card
12/03/2020,State Farm,59.6,debit,Auto Insurance,Savings
12/03/2020,Italian Bistro,12.13,debit,Restaurants,Savings
12/06/2020,McDonald's,49.02,debit,Fast Food,Silver Card
12/07/2020,State Farm,57.61,debit,Auto Insurance,Savings
12/08/2020,Safeway,43.11,debit,Groceries,Checking
12/11/2020,BP,52.1,debit,Gas & Fuel,Platinum Card
12/14/2020,Electric Company,62.13,debit,Utilities,Savings
12/16/2020,Target,161.3,debit,Shopping,Savings
12/16/2020,State Farm,191.84,debit,Auto Insurance,Silver Card
12/18/2020,Safeway,51.49,debit,Groceries,Platinum Card
12/20/2020,Chevron,31.05,debit,Gas & Fuel,Platinum Card
12/21/2020,Amazon,62.6,debit,Shopping,Platinum Card
12/22/2020,Shell,80.6,debit,Gas & Fuel,Platinum Card
12/23/2020,Thai Restaurant,42.61,debit,Restaurants,Savings
12/24/2020,Comcast,143.34,debit,Internet,Savings
12/25/2020,Thai Restaurant,15.44,debit,Restaurants,Checking
12/25/2020,Water Company,172.41,debit,Utilities,Silver Card
12/25/2020,Sushi Bar,23.38,debit,Restaurants,Checking
12/25/2020,Electric Company,92.25,debit,Utilities,Savings
12/25/2020,Comcast,41.03,debit,Internet,Checking
12/25/2020,Sushi Bar,22.26,debit,Restaurants,Platinum Card
12/28/2020,Shell,34.0,debit,Gas & Fuel,Silver Card
12/31/2020,AT&T Internet,193.33,debit,Internet,Savings
01/02/2021,Whole Foods,118.58,debit,Groceries,Checking
01/05/2021,Amazon,41.7,debit,Shopping,Checking
01/06/2021,Chipotle,52.71,debit,Fast Food,Checking
01/06/2021,Chevron,54.57,debit,Gas & Fuel,Savings
01/07/2021,Chipotle,19.96,debit,Fast Food,Platinum Card
01/10/2021,Starbucks,134.64,debit,Coffee Shops,Platinum Card
01/12/2021,Amazon,150.09,debit,Shopping,Platinum Card
01/14/2021,AMC Theaters,154.72,debit,Entertainment,Savings
01/16/2021,Sushi Bar,51.02,debit,Restaurants,Checking
01/18/2021,Walmart,135.17,debit,Shopping,Silver Card
01/20/2021,Electric Company,194.04,debit,Utilities,Platinum Card
01/23/2021,Sushi Bar,53.96,debit,Restaurants,Savings
01/24/2021,Sushi Bar,68.65,debit,Restaurants,Silver Card
01/27/2021,Sushi Bar,16.11,debit,Restaurants,Savings
01/30/2021,Netflix,25.18,debit,Entertainment,Savings
01/31/2021,AT&T Internet,127.08,debit,Internet,Checking
02/03/2021,Electric Company,150.59,debit,Utilities,Silver Card
02/03/2021,Verizon,136.12,debit,Mobile Phone,Silver Card
02/05/2021,BP,44.8,debit,Gas & Fuel,Platinum Card
02/08/2021,Chipotle,33.65,debit,Fast Food,Savings
02/10/2021,Direct Deposit,2341.2,credit,Paycheck,Checking
02/11/2021,AMC Theaters,68.78,debit,Entertainment,Platinum Card
02/13/2021,Walmart,109.25,debit,Shopping,Checking
02/13/2021,Subway,25.16,debit,Fast Food,Platinum Card
02/15/2021,Direct Deposit,2620.45,credit,Paycheck,Checking
02/18/2021,Whole Foods,31.07,debit,Groceries,Platinum Card
02/18/2021,Electric Company,188.12,debit,Utilities,Savings
02/21/2021,Electric Company,102.29,debit,Utilities,Silver Card
02/23/2021,Spotify,129.39,debit,Music,Platinum Card
02/25/2021,Walmart,163.06,debit,Shopping,Silver Card
02/26/2021,Water Company,183.8,debit,Utilities,Checking
03/01/2021,Thai Restaurant,18.83,debit,Restaurants,Silver Card
03/01/2021,Direct Deposit,2514.41,credit,Paycheck,Silver Card
03/04/2021,Thai Restaurant,46.64,debit,Restaurants,Savings
03/04/2021,Safeway,135.95,debit,Groceries,Silver Card
03/06/2021,Amazon,136.55,debit,Shopping,Silver Card
03/06/2021,Home Depot,157.81,debit,Home Improvement,Savings
03/09/2021,Electric Company,121.31,debit,Utilities,Silver Card
03/09/2021,Starbucks,139.35,debit,Coffee Shops,Savings
03/09/2021,Water Company,92.63,debit,Utilities,Checking
03/09/2021,Safeway,37.7,debit,Groceries,Platinum Card
03/11/2021,Trader Joe's,87.94,debit,Groceries,Silver Card
03/14/2021,Amazon,120.25,debit,Shopping,Checking
03/17/2021,Target,52.11,debit,Shopping,Savings
03/18/2021,Walmart,154.66,debit,Shopping,Silver Card
03/18/2021,Target,88.89,debit,Shopping,Platinum Card
03/19/2021,Whole Foods,143.7,debit,Groceries,Platinum Card
03/21/2021,Payroll,2439.37,credit,Paycheck,Platinum Card
03/24/2021,Netflix,55.11,debit,Entertainment,Silver Card
03/24/2021,Electric Company,198.55,debit,Utilities,Platinum Card
03/24/2021,Home Depot,134.28,debit,Home Improvement,Silver Card
03/26/2021,Local Bar,140.69,debit,Alcohol & Bars,Platinum Card
03/27/2021,Target,17.11,debit,Shopping,Savings
03/27/2021,Shell,77.85,debit,Gas & Fuel,Savings
03/29/2021,Trader Joe's,56.25,debit,Groceries,Savings
03/30/2021,Amazon,151.61,debit,Shopping,Checking
04/02/2021,Electric Company,51.17,debit,Utilities,Checking
04/04/2021,Safeway,28.1,debit,Groceries,Savings
04/06/2021,Netflix,165.58,debit,Entertainment,Silver Card
04/09/2021,Spotify,101.58,debit,Music,Savings
04/12/2021,Whole Foods,89.78,debit,Groceries,Silver Card
04/12/2021,Netflix,83.26,debit,Entertainment,Checking
04/12/2021,AT&T Internet,195.87,debit,Internet,Savings
04/13/2021,State Farm,67.04,debit,Auto Insurance,Platinum Card
04/13/2021,Starbucks,27.21,debit,Coffee Shops,Savings
04/16/2021,Verizon,129.05,debit,Mobile Phone,Checking
04/16/2021,Target,107.87,debit,Shopping,Checking
04/18/2021,Netflix,46.86,debit,Entertainment,Savings
04/21/2021,Sushi Bar,77.73,debit,Restaurants,Checking
04/21/2021,Electric Company,67.04,debit,Utilities,Silver Card
04/24/2021,Local Bar,31.58,debit,Alcohol & Bars,Checking
04/24/2021,Home Depot,16.45,debit,Home Improvement,Platinum Card
04/25/2021,Chipotle,47.61,debit,Fast Food,Checking
04/26/2021,Whole Foods,124.35,debit,Groceries,Checking
04/29/2021,Water Company,69.0,debit,Utilities,Silver Card
05/01/2021,T-Mobile,197.25,debit,Mobile Phone,Silver Card
05/02/2021,Trader Joe's,54.07,debit,Groceries,Savings
05/02/2021,Sushi Bar,50.17,debit,Restaurants,Silver Card
05/02/2021,Starbucks,53.84,debit,Coffee Shops,Platinum Card
05/03/2021,State Farm,137.58,debit,Auto Insurance,Savings
05/03/2021,Whole Foods,81.1,debit,Groceries,Checking
05/03/2021,Thai Restaurant,14.05,debit,Restaurants,Checking
05/05/2021,Whole Foods,94.18,debit,Groceries,Silver Card
05/05/2021,Whole Foods,93.37,debit,Groceries,Silver Card
05/05/2021,Thai Restaurant,43.2,debit,Restaurants,Savings
05/08/2021,T-Mobile,80.04,debit,Mobile Phone,Platinum Card
05/09/2021,AT&T Internet,29.51,debit,Internet,Silver Card
05/12/2021,AMC Theaters,39.83,debit,Entertainment,Platinum Card
05/14/2021,Safeway,126.99,debit,Groceries,Savings
05/16/2021,Thai Restaurant,64.31,debit,Restaurants,Checking
05/18/2021,Shell,31.5,debit,Gas & Fuel,Silver Card
05/19/2021,Sushi Bar,27.41,debit,Restaurants,Silver Card
05/20/2021,AT&T Internet,146.74,debit,Internet,Checking
05/23/2021,Trader Joe's,101.43,debit,Groceries,Checking
05/26/2021,Safeway,19.97,debit,Groceries,Savings
05/27/2021,Sushi Bar,60.05,debit,Restaurants,Savings
05/30/2021,Target,22.99,debit,Shopping,Silver Card
05/31/2021,Barbershop,62.88,debit,Haircut,Platinum Card
05/31/2021,Starbucks,139.67,debit,Coffee Shops,Silver Card
06/02/2021,Direct Deposit,2252.49,credit,Paycheck,Silver Card
06/05/2021,T-Mobile,144.24,debit,Mobile Phone,Savings
06/06/2021,Local Bar,14.93,debit,Alcohol & Bars,Savings
06/09/2021,Amazon,148.69,debit,Shopping,Platinum Card
06/10/2021,Subway,38.6,debit,Fast Food,Platinum Card
06/11/2021,Whole Foods,15.67,debit,Groceries,Savings
06/13/2021,Local Bar,84.3,debit,Alcohol & Bars,Platinum Card
06/14/2021,Trader Joe's,104.93,debit,Groceries,Savings
06/17/2021,Netflix,119.28,debit,Entertainment,Savings
06/19/2021,Electric Company,35.75,debit,Utilities,Silver Card
06/20/2021,Netflix,147.43,debit,Entertainment,Savings
06/20/2021,Chipotle,24.88,debit,Fast Food,Checking
06/23/2021,T-Mobile,43.76,debit,Mobile Phone,Checking
06/24/2021,BP,94.84,debit,Gas & Fuel,Checking
06/24/2021,State Farm,135.02,debit,Auto Insurance,Savings
06/24/2021,McDonald's,5.23,debit,Fast Food,Checking
06/25/2021,Trader Joe's,138.57,debit,Groceries,Platinum Card
06/28/2021,BP,47.49,debit,Gas & Fuel,Platinum Card
06/28/2021,Spotify,80.45,debit,Music,Platinum Card
07/01/2021,T-Mobile,80.44,debit,Mobile Phone,Savings
07/02/2021,Spotify,40.28,debit,Music,Silver Card
07/02/2021,Italian Bistro,32.48,debit,Restaurants,Silver Card
07/05/2021,AMC Theaters,66.96,debit,Entertainment,Checking
07/07/2021,Chipotle,37.0,debit,Fast Food,Checking
07/08/2021,Trader Joe's,103.53,debit,Groceries,Platinum Card
07/10/2021,Trader Joe's,92.86,debit,Groceries,Checking
07/13/2021,Electric Company,85.67,debit,Utilities,Checking
07/16/2021,Spotify,126.0,debit,Music,Platinum Card
07/18/2021,McDonald's,6.07,debit,Fast Food,Silver Card
07/18/2021,BP,54.18,debit,Gas & Fuel,Checking
07/20/2021,Trader Joe's,87.88,debit,Groceries,Silver Card
07/23/2021,Starbucks,72.52,debit,Coffee Shops,Silver Card
07/23/2021,Home Depot,73.24,debit,Home Improvement,Platinum Card
07/24/2021,Safeway,88.31,debit,Groceries,Checking
07/25/2021,AMC Theaters,55.25,debit,Entertainment,Silver Card
07/28/2021,AMC Theaters,47.87,debit,Entertainment,Silver Card
07/29/2021,Netflix,92.18,debit,Entertainment,Checking
08/01/2021,Direct Deposit,2776.59,credit,Paycheck,Platinum Card
08/01/2021,State Farm,85.55,debit,Auto Insurance,Silver Card
08/01/2021,Target,154.81,debit,Shopping,Savings
08/02/2021,Trader Joe's,142.9,debit,Groceries,Silver Card
08/05/2021,Shell,46.01,debit,Gas & Fuel,Silver Card
08/08/2021,T-Mobile,129.4,debit,Mobile Phone,Platinum Card
08/09/2021,State Farm,178.79,debit,Auto Insurance,Checking
08/11/2021,Direct Deposit,2704.52,credit,Paycheck,Savings
08/13/2021,Safeway,22.39,debit,Groceries,Savings
